FID,OBJECTID,SHAPE,TEXT13ID,LAENGE,SE_ANNO_CAD_DATA
OEFFGRUENLINGOGD.177,177,"LINESTRING (16.411147429672862 48.30282726043393, 16.4111473883093 48.30285787093329)",Karl-Brunner*,3.40380602,
OEFFGRUENLINGOGD.178,178,"LINESTRING (16.41129075994317 48.302865993258244, 16.411248621120297 48.30290174832396)",Karl-Brunner*,5.05773327,
OEFFGRUENLINGOGD.179,179,"LINESTRING (16.41640970171167 48.29525734099095, 16.41632984567981 48.29526373775516)",Heisspark,5.96780043,
OEFFGRUENLINGOGD.180,180,"LINESTRING (16.384701517216474 48.27507460240888, 16.384762450122427 48.27509240897688)",Park Tomasch*,4.93737413,
OEFFGRUENLINGOGD.181,181,"LINESTRING (16.377267961968947 48.26868552007688, 16.377188693885113 48.26872777458005)",Jedleseer Au*,7.53033233,
OEFFGRUENLINGOGD.182,182,"LINESTRING (16.37887638050173 48.264847412878865, 16.378923148470825 48.26477828446745)",Jedleseer Au*,8.43467487,
OEFFGRUENLINGOGD.183,183,"LINESTRING (16.38442528121367 48.272155060640834, 16.384438942755764 48.272122718486585)",Park Tomasch*,3.73659303,
OEFFGRUENLINGOGD.184,184,"LINESTRING (16.384415757253315 48.27019959889692, 16.38438126329192 48.270122780121675)",Park Tomasch*,8.91754782,
OEFFGRUENLINGOGD.185,185,"LINESTRING (16.384436462665988 48.272089846236845, 16.384423782330742 48.27211986416718)",Park Tomasch*,3.46807942,
OEFFGRUENLINGOGD.186,186,"LINESTRING (16.388756937437986 48.260433723208436, 16.388626979018646 48.26038551675953)",Grete-und-Ot*,11.03830682,
OEFFGRUENLINGOGD.187,187,"LINESTRING (16.389164364137663 48.260423325879536, 16.38925990173245 48.26039395612667)",Grete-und-Ot*,7.80930635,
OEFFGRUENLINGOGD.188,188,"LINESTRING (16.398695747293807 48.264277234973235, 16.398773500633496 48.26426432617566)",Marie-Schull*,5.94851441,
OEFFGRUENLINGOGD.189,189,"LINESTRING (16.398314682135798 48.26477800176722, 16.398343988617004 48.26484575151522)",Marie-Schull*,7.84145039,
OEFFGRUENLINGOGD.190,190,"LINESTRING (16.443057115238442 48.263608310367076, 16.443068039933337 48.26364511791687)",Karl-Seidl-P*,4.17246991,
OEFFGRUENLINGOGD.191,191,"LINESTRING (16.41190145023612 48.25084436372123, 16.411838645575436 48.25075872686719)",Freiligrathp*,10.60338939,
OEFFGRUENLINGOGD.192,192,"LINESTRING (16.447923680498327 48.24886928416022, 16.44795517615518 48.248924024279525)",Kagraner Pla*,6.52085778,
OEFFGRUENLINGOGD.193,193,"LINESTRING (16.449012458126184 48.24847679797415, 16.449013989224035 48.24842550153825)",Kagraner Pla*,5.70510673,
OEFFGRUENLINGOGD.194,194,"LINESTRING (16.403699258816992 48.24032481139606, 16.403662766100116 48.240308109241134)",Donaupark,3.2858474,
OEFFGRUENLINGOGD.195,195,"LINESTRING (16.3856135144966 48.225135694338675, 16.385662692783562 48.225168909115816)",Am Tabor,5.19541924,
OEFFGRUENLINGOGD.196,196,"LINESTRING (16.386030322770996 48.22485201562011, 16.38601333240826 48.22479111149226)",Am Tabor,6.88893661,
OEFFGRUENLINGOGD.197,197,"LINESTRING (16.460724468058377 48.23465071543968, 16.460671313993764 48.23469752568605)",Hirschst. Au*,6.5333852,
OEFFGRUENLINGOGD.198,198,"LINESTRING (16.45967190116443 48.23401406577506, 16.459518311934218 48.23407268350562)",Hirschst. Au*,13.14037108,
OEFFGRUENLINGOGD.199,199,"LINESTRING (16.369212826706136 48.20478125882927, 16.36913606594317 48.20464452071755)",Helmut-Zilk-*,16.23993938,
OEFFGRUENLINGOGD.200,200,"LINESTRING (16.368619125820103 48.20505657945186, 16.36866843502842 48.20513382410101)",Helmut-Zilk-*,9.33854522,
OEFFGRUENLINGOGD.201,201,"LINESTRING (16.43348700256395 48.25257792784289, 16.433453926169836 48.25258510628632)",Park RudolfK,2.58273253,
OEFFGRUENLINGOGD.202,202,"LINESTRING (16.433589888864685 48.25305120545174, 16.43355106203437 48.253054787060485)",Park RudolfK,2.91067202,
OEFFGRUENLINGOGD.203,203,"LINESTRING (16.433916750850734 48.252427312324656, 16.433871831402413 48.25243807932545)",Park RudolfK,3.54412476,
OEFFGRUENLINGOGD.204,204,"LINESTRING (16.415714919855915 48.23239968456475, 16.415452384968546 48.23224320386849)",Kaisermühlen,26.13732522,
OEFFGRUENLINGOGD.205,205,"LINESTRING (16.41059954260256 48.174892762077974, 16.41052585999438 48.17496211076749)",Park Drischü*,9.46010312,
OEFFGRUENLINGOGD.206,206,"LINESTRING (16.410117475450743 48.17467892239305, 16.410054594866928 48.17473810327131)",Park Drischü*,8.07313943,
OEFFGRUENLINGOGD.207,207,"LINESTRING (16.410864599056385 48.17464752436282, 16.410979576226286 48.17470189359501)",Park Drischü*,10.47251481,
OEFFGRUENLINGOGD.208,208,"LINESTRING (16.354769649985467 48.167759227546185, 16.354826224056744 48.167758993489734)",Wasser/spiel*,4.20827426,
OEFFGRUENLINGOGD.209,209,"LINESTRING (16.35956962619733 48.15484243783005, 16.359629542548284 48.15482554070912)",Frödenplatz,4.83768834,
OEFFGRUENLINGOGD.210,210,"LINESTRING (16.36019637757024 48.1559238400469, 16.360269380195888 48.15590273190032)",Frödenplatz,5.91689936,
OEFFGRUENLINGOGD.211,211,"LINESTRING (16.35711849995592 48.152654555593735, 16.35710919483519 48.152573958764)",Johann-Benda*,8.98861493,
OEFFGRUENLINGOGD.212,212,"LINESTRING (16.428433229307633 48.16938550936262, 16.428420062213984 48.169370631636404)",Park Blériot*,1.92249604,
OEFFGRUENLINGOGD.213,213,"LINESTRING (16.431589788891557 48.168214370134294, 16.43159920483489 48.168239609932684)",Park Blériot*,2.89260512,
OEFFGRUENLINGOGD.214,214,"LINESTRING (16.431521290202493 48.16767148258139, 16.431518135829197 48.167660365957)",Park Blériot*,1.25818145,
OEFFGRUENLINGOGD.215,215,"LINESTRING (16.410627647235053 48.17364322793895, 16.4105779893031 48.17365879505221)",Herderpark,4.07884,
OEFFGRUENLINGOGD.216,216,"LINESTRING (16.456222156913395 48.15261890354864, 16.45615513246471 48.15263791791546)",Leberweg,5.4166813,
OEFFGRUENLINGOGD.217,217,"LINESTRING (16.456642171296718 48.151647475935704, 16.456678773147257 48.151614997914386)",Leberweg,4.52317999,
OEFFGRUENLINGOGD.218,218,"LINESTRING (16.45553042378715 48.1508932509472, 16.45544145859321 48.1507916466037)",Leberweg,13.09435643,
OEFFGRUENLINGOGD.219,219,"LINESTRING (16.31423891232256 48.206793135968404, 16.31414693760995 48.20680683577805)",Rohrauerpark,7.00390618,
OEFFGRUENLINGOGD.220,220,"LINESTRING (16.335821944846966 48.202419983803416, 16.33592892464481 48.202425247679294)",Märzpark,7.97371061,
OEFFGRUENLINGOGD.221,221,"LINESTRING (16.330926927856368 48.19763063734914, 16.33089539459659 48.19761734669678)",Reithoferpark,2.77116217,
OEFFGRUENLINGOGD.222,222,"LINESTRING (16.331645392463177 48.198246123503544, 16.331747022187606 48.19827466185508)",Reithoferpark,8.19450136,
OEFFGRUENLINGOGD.223,223,"LINESTRING (16.328102334747037 48.18987369892044, 16.328000030684176 48.1898557944212)",Dadlerpark,7.86272109,
OEFFGRUENLINGOGD.224,224,"LINESTRING (16.31764865489167 48.19008159005799, 16.317662547815818 48.190203396257026)",Auer-Welsbac*,13.58358003,
OEFFGRUENLINGOGD.225,225,"LINESTRING (16.334317278251483 48.1878610038953, 16.334257918207022 48.187937719553055)",Sechshauser *,9.60460371,
OEFFGRUENLINGOGD.226,226,"LINESTRING (16.334825431627138 48.18803068171622, 16.334762327791235 48.18811223593839)",Sechshauser *,10.21036816,
OEFFGRUENLINGOGD.227,227,"LINESTRING (16.25681555467368 48.194406849568196, 16.256799366532515 48.19439211923919)",Max-Mell-Park,2.03255847,
OEFFGRUENLINGOGD.228,228,"LINESTRING (16.257532912827248 48.19432180203993, 16.257539160293266 48.194329108785205)",Max-Mell-Park,0.93586756,
OEFFGRUENLINGOGD.229,229,"LINESTRING (16.257371192694787 48.19418423040701, 16.257343590986398 48.194155813684354)",Max-Mell-Park,3.76766869,
OEFFGRUENLINGOGD.230,230,"LINESTRING (16.301973169942958 48.1859011411276, 16.30205181210971 48.185906456919525)",Am Platz,5.87743708,
OEFFGRUENLINGOGD.231,231,"LINESTRING (16.301594766338862 48.185954582007916, 16.301454469945796 48.18601622161478)",Am Platz,12.48221962,
OEFFGRUENLINGOGD.232,232,"LINESTRING (16.30134051571772 48.18805442020493, 16.301256922018094 48.18806757358204)",Hans-Moser-P*,6.3853253,
OEFFGRUENLINGOGD.233,233,"LINESTRING (16.301259828754233 48.18784446103647, 16.301256351637527 48.18779161408714)",Hans-Moser-P*,5.88200237,
OEFFGRUENLINGOGD.234,234,"LINESTRING (16.301849868296507 48.18794483593869, 16.301892624631027 48.188029233731164)",Hans-Moser-P*,9.9084732,
OEFFGRUENLINGOGD.235,235,"LINESTRING (16.281881159200974 48.17761916288218, 16.28193065341273 48.17702943200617)",Jesuitenkoll*,65.67825109,
OEFFGRUENLINGOGD.236,236,"LINESTRING (16.282537493028112 48.1785916289243, 16.282085453693732 48.179169620729056)",Jesuitenkoll*,72.53073955,
OEFFGRUENLINGOGD.237,237,"LINESTRING (16.29697739429038 48.17225895624843, 16.296902730178136 48.17205253882044)",Stranzenberg*,23.61478255,
OEFFGRUENLINGOGD.238,238,"LINESTRING (16.29854705783813 48.17309599098679, 16.298685205078662 48.173046984189014)",Stranzenberg*,11.63045491,
OEFFGRUENLINGOGD.239,239,"LINESTRING (16.297373656617378 48.17430390127158, 16.297436753887343 48.174346580975275)",Stranzenberg*,6.67418509,
OEFFGRUENLINGOGD.240,240,"LINESTRING (16.296510746979486 48.173428092327825, 16.296271013662405 48.17328044865943)",Stranzenberg*,24.23726984,
OEFFGRUENLINGOGD.241,241,"LINESTRING (16.296515516957033 48.17323973431749, 16.296316520722662 48.17322608592058)",Stranzenberg*,14.87812427,
OEFFGRUENLINGOGD.242,242,"LINESTRING (16.40537866690104 48.273413485136516, 16.40530414285529 48.27328702984714)",Stadtwildnis*,15.11046927,
OEFFGRUENLINGOGD.243,243,"LINESTRING (16.406431823420156 48.27499399596312, 16.406454473643947 48.27503316041939)",Stadtwildnis*,4.66823602,
OEFFGRUENLINGOGD.244,244,"LINESTRING (16.30558497303099 48.22216339273857, 16.305453143213885 48.222154927547216)",osa-Luxembur*,9.84074869,
OEFFGRUENLINGOGD.245,245,"LINESTRING (16.47655777065181 48.24440382524064, 16.47646276054696 48.24444380331653)",Badeteich Hi*,8.34017118,
OEFFGRUENLINGOGD.246,246,"LINESTRING (16.47911964853284 48.2412797702179, 16.479242002403442 48.24123213959428)",Badeteich Hi*,10.51882448,
OEFFGRUENLINGOGD.247,247,"LINESTRING (16.480509730203423 48.24285114677051, 16.480646550248217 48.242796328969675)",Badeteich Hi*,11.85026765,
OEFFGRUENLINGOGD.248,248,"LINESTRING (16.47911424655188 48.247136841573216, 16.479022539719868 48.247175167397266)",Badeteich Hi*,8.03438848,
OEFFGRUENLINGOGD.249,249,"LINESTRING (16.463647479434343 48.23253932097023, 16.46363265861016 48.23253152507496)",Hirschst. Au*,1.40134216,
OEFFGRUENLINGOGD.250,250,"LINESTRING (16.352939402119365 48.21800342211526, 16.35296133006472 48.218137851368944)",Ehem. Allgem*,15.03649558,
OEFFGRUENLINGOGD.251,251,"LINESTRING (16.35725189628282 48.230045085365255, 16.357329856659028 48.23005361804632)",Josef-Ludwig*,5.86916085,
OEFFGRUENLINGOGD.252,252,"LINESTRING (16.301438949026437 48.19816880364058, 16.30144596244893 48.1982291959427)",Lotte-Lenya-*,6.73554477,
OEFFGRUENLINGOGD.253,253,"LINESTRING (16.300755949841008 48.19817904336962, 16.30064892656374 48.198170988533626)",Lotte-Lenya-*,8.00634475,
OEFFGRUENLINGOGD.254,254,"LINESTRING (16.26584736339056 48.18789470850635, 16.265815917111517 48.18785314516456)",Dechant-Kinz*,5.17944186,
OEFFGRUENLINGOGD.255,255,"LINESTRING (16.26645065358237 48.188202266304266, 16.26650858128402 48.18818170241546)",Dechant-Kinz*,4.87650246,
OEFFGRUENLINGOGD.256,256,"LINESTRING (16.32061210541522 48.21280077818034, 16.320550335346766 48.21279930308278)",Park Wichtel*,4.59359642,
OEFFGRUENLINGOGD.257,257,"LINESTRING (16.352396525203538 48.229112758574026, 16.35240126987333 48.22902847774857)",Helene-Deuts*,9.37830245,
OEFFGRUENLINGOGD.258,258,"LINESTRING (16.385902939365906 48.21704951866375, 16.386099005914655 48.21690443221125)",Rosa-Jochman*,21.7385387,
OEFFGRUENLINGOGD.259,259,"LINESTRING (16.386394605897337 48.217219169093475, 16.386502646953506 48.21715304896471)",Rosa-Jochman*,10.88655767,
OEFFGRUENLINGOGD.260,260,"LINESTRING (16.386018906214666 48.21736598539655, 16.386060400839487 48.2174164127036)",Rosa-Jochman*,6.39922109,
OEFFGRUENLINGOGD.261,261,"LINESTRING (16.345730521175806 48.20043943406405, 16.34573127842501 48.20036740305069)",Dorothea-Nef*,8.00970496,
OEFFGRUENLINGOGD.262,262,"LINESTRING (16.345574573315236 48.20873340445441, 16.345699016778024 48.20876207961319)",Tigerpark,9.78337812,
OEFFGRUENLINGOGD.263,263,"LINESTRING (16.3434053754774 48.21723917031072, 16.343390269671925 48.217206615127054)",Gabriele-Pos*,3.79004708,
OEFFGRUENLINGOGD.264,264,"LINESTRING (16.343192397965616 48.21685896179197, 16.343121992428422 48.216875602596566)",Heinz-Heger-*,5.5495988,
OEFFGRUENLINGOGD.265,265,"LINESTRING (16.343532792057154 48.2167780637264, 16.343648872217084 48.21678266061378)",Heinz-Heger-*,8.64138128,
OEFFGRUENLINGOGD.266,266,"LINESTRING (16.421141836890072 48.259352838847924, 16.420660062433242 48.259349991002054)",Hans-Hirsch-*,35.77377339,
OEFFGRUENLINGOGD.267,267,"LINESTRING (16.4240345168981 48.25899703173889, 16.424075107443848 48.25901679358408)",Hans-Hirsch-*,3.72994514,
OEFFGRUENLINGOGD.268,268,"LINESTRING (16.427172650772825 48.25201813992354, 16.42725140683843 48.252177704273464)",Nordmanngasse,18.68204235,
OEFFGRUENLINGOGD.269,269,"LINESTRING (16.42778575891362 48.251708333532555, 16.42798896898448 48.25170493911209)",Nordmanngasse,15.09557896,
OEFFGRUENLINGOGD.270,270,"LINESTRING (16.427758513265104 48.251921265335305, 16.427816131687187 48.25200374193734)",Nordmanngasse,10.12015893,
OEFFGRUENLINGOGD.271,271,"LINESTRING (16.417117744606973 48.261377313210424, 16.41707160633448 48.26136803607667)",Friessneggpa*,3.57764227,
OEFFGRUENLINGOGD.272,272,"LINESTRING (16.418761737397578 48.2610949499887, 16.418804397903536 48.26101808049508)",Friessneggpa*,9.11563363,
OEFFGRUENLINGOGD.273,273,"LINESTRING (16.298480050632534 48.22410221463781, 16.298503276089086 48.22415550125682)",Rosenackerst*,6.17143203,
OEFFGRUENLINGOGD.274,274,"LINESTRING (16.330686966063748 48.22330574020769, 16.330753540279787 48.223371932902566)",Diepoldpark,8.86816711,
OEFFGRUENLINGOGD.275,275,"LINESTRING (16.47308265860682 48.19043371850843, 16.47267898321472 48.190153619890765)",Lobau,43.25363961,
OEFFGRUENLINGOGD.276,276,"LINESTRING (16.480518833782686 48.18489154056289, 16.480459374755046 48.18485030492982)",Lobau,6.36962821,
OEFFGRUENLINGOGD.277,277,"LINESTRING (16.48862943561193 48.179618941379616, 16.488590553969598 48.17959221655151)",Lobau,4.14627521,
OEFFGRUENLINGOGD.278,278,"LINESTRING (16.51168719496339 48.169443086999735, 16.511658680102258 48.16941720304772)",Lobau,3.57524494,
OEFFGRUENLINGOGD.279,279,"LINESTRING (16.492098750503377 48.17740963612452, 16.492105103281016 48.177380192663584)",Lobau,3.30787935,
OEFFGRUENLINGOGD.280,280,"LINESTRING (16.417362778851402 48.20776257916891, 16.417420778251316 48.207805543513615)",Prater,6.43486112,
OEFFGRUENLINGOGD.281,281,"LINESTRING (16.4335268490087 48.200847199617996, 16.433307762028964 48.200893167695504)",Prater,17.06932339,
OEFFGRUENLINGOGD.282,282,"LINESTRING (16.441446335344725 48.1993800354156, 16.44151188141413 48.199447977329854)",Prater,8.98984266,
OEFFGRUENLINGOGD.283,283,"LINESTRING (16.44396779395374 48.19668148704909, 16.443859722418534 48.19673952621393)",Prater,10.30529925,
OEFFGRUENLINGOGD.284,284,"LINESTRING (16.45012110546758 48.19282269941377, 16.45014506332596 48.19286394454756)",Prater,4.92001002,
OEFFGRUENLINGOGD.285,285,"LINESTRING (16.45547170884866 48.18982128920015, 16.455588916610573 48.18985376506589)",Prater,9.43319305,
OEFFGRUENLINGOGD.286,286,"LINESTRING (16.437910801634448 48.197217042466605, 16.43820091864417 48.19713474282845)",Prater,23.42885877,
OEFFGRUENLINGOGD.287,287,"LINESTRING (16.431642674825653 48.18822831447505, 16.431728606576527 48.18820146660751)",Prater,7.05242075,
OEFFGRUENLINGOGD.288,288,"LINESTRING (16.427486806427574 48.18841382998771, 16.42740853013041 48.18829465665449)",Prater,14.47329368,
OEFFGRUENLINGOGD.289,289,"LINESTRING (16.405802492624208 48.20231606506513, 16.405745545995746 48.20222919843625)",Prater,10.54600775,
OEFFGRUENLINGOGD.290,290,"LINESTRING (16.406207784809947 48.20336436728592, 16.406141608940857 48.20328150217282)",Prater,10.44501901,
OEFFGRUENLINGOGD.291,291,"LINESTRING (16.432224206158693 48.1874575843898, 16.431952215339976 48.18753720007489)",Prater,22.07672409,
OEFFGRUENLINGOGD.292,292,"LINESTRING (16.400866329494228 48.2061745592795, 16.400828324827888 48.20609006818237)",Prater,9.81050724,
OEFFGRUENLINGOGD.293,293,"LINESTRING (16.282270125881308 48.219666472956554, 16.28229501672808 48.219595695839445)",WienerwaldNW,8.08453108,
OEFFGRUENLINGOGD.294,294,"LINESTRING (16.34619713206268 48.28316279944779, 16.346169926037476 48.28317350988117)",WienerwaldNW,2.34421394,
OEFFGRUENLINGOGD.295,295,"LINESTRING (16.327588909707888 48.266050197741144, 16.327503340446867 48.26592851585517)",WienerwaldNW,14.94775309,
OEFFGRUENLINGOGD.296,296,"LINESTRING (16.288946027409402 48.25812609139611, 16.288992929624136 48.25835457038566)",WienerwaldNW,25.64362569,
OEFFGRUENLINGOGD.297,297,"LINESTRING (16.259443068298573 48.21771563145955, 16.25949673049033 48.21770914626009)",Satzberg,4.05239917,
OEFFGRUENLINGOGD.298,298,"LINESTRING (16.374911546799098 48.212665073972225, 16.37498741349349 48.21272406508365)",Morzinplatz,8.64975831,
OEFFGRUENLINGOGD.299,299,"LINESTRING (16.374646598960535 48.213001463706654, 16.374793532299794 48.21302718331594)",Morzinplatz,11.28813429,
OEFFGRUENLINGOGD.300,300,"LINESTRING (16.375146698902928 48.212435788915165, 16.375290972575772 48.21255022642157)",Morzinplatz,16.6400557,
OEFFGRUENLINGOGD.301,301,"LINESTRING (16.30630075691007 48.168769698890706, 16.306278049326874 48.1687405000572)",Karl-Voitl-P*,3.65981957,
OEFFGRUENLINGOGD.302,302,"LINESTRING (16.306245301061775 48.16897234446836, 16.30630251260349 48.16897674619158)",Karl-Voitl-P*,4.28356526,
OEFFGRUENLINGOGD.303,303,"LINESTRING (16.29296452180079 48.147681789375824, 16.29293096674254 48.14760039756712)",Bruno-Morpur*,9.38842879,
OEFFGRUENLINGOGD.304,304,"LINESTRING (16.291339749732018 48.147979708560435, 16.29130698423369 48.147900227659164)",Bruno-Morpur*,9.16797032,
OEFFGRUENLINGOGD.305,305,"LINESTRING (16.289491157168044 48.14804021334414, 16.28934694029927 48.14809068532853)",Mayer-von-Ro*,12.11040541,
OEFFGRUENLINGOGD.306,306,"LINESTRING (16.341096753385855 48.253062378582634, 16.34106429952155 48.25301619050758)",Wilfanpark,5.67328629,
OEFFGRUENLINGOGD.307,307,"LINESTRING (16.340907054059 48.25372507974596, 16.340854542032663 48.25372347488428)",Wilfanpark,3.90359244,
OEFFGRUENLINGOGD.308,308,"LINESTRING (16.332107219916917 48.21049238072796, 16.332062370370977 48.210441565052285)",Leon-Askin-P*,6.56039473,
OEFFGRUENLINGOGD.309,309,"LINESTRING (16.332159257544717 48.21059197290358, 16.332182381115693 48.21064804971672)",Leon-Askin-P*,6.46798503,
OEFFGRUENLINGOGD.310,310,"LINESTRING (16.343628459397884 48.19360133750921, 16.34358713077467 48.193561450886854)",Vinzenz-von-*,5.3955605,
OEFFGRUENLINGOGD.311,311,"LINESTRING (16.332617379180316 48.18945279492306, 16.332594655246037 48.18950863935613)",Herklotzpark,6.43537944,
OEFFGRUENLINGOGD.312,312,"LINESTRING (16.33915069408642 48.18952368174141, 16.339031302508463 48.18951451812202)",Fritz-Imhoff*,8.93532884,
OEFFGRUENLINGOGD.313,313,"LINESTRING (16.32786050365876 48.18009043794435, 16.327874297268508 48.18001646968123)",Christine-Bu*,8.28860935,
OEFFGRUENLINGOGD.314,314,"LINESTRING (16.328500964378193 48.18084378274221, 16.32850200504705 48.18078067378773)",Christine-Bu*,7.01781915,
OEFFGRUENLINGOGD.315,315,"LINESTRING (16.328031625021033 48.18083147610636, 16.328034913088533 48.18086452552015)",Christine-Bu*,3.68305118,
OEFFGRUENLINGOGD.316,316,"LINESTRING (16.33841296324709 48.14993708484392, 16.338368047157633 48.149911316445156)",Draschepark,4.40228913,
OEFFGRUENLINGOGD.317,317,"LINESTRING (16.34175406681881 48.14886043199541, 16.341646651825293 48.14886426660652)",Draschepark,8.00423363,
OEFFGRUENLINGOGD.318,318,"LINESTRING (16.30645534936513 48.121023546788706, 16.306432863915465 48.121013544926626)",Kellerberg L*,2.00982151,
OEFFGRUENLINGOGD.319,319,"LINESTRING (16.325517791389945 48.16304646396018, 16.325471765481915 48.162987311139794)",Miep-Gies-Pa*,7.41526696,
OEFFGRUENLINGOGD.320,320,"LINESTRING (16.32757219245312 48.16485435560715, 16.32752167135455 48.164875658665)",Miep-Gies-Pa*,4.44240037,
