FID,OBJECTID,SHAPE,BEZEICHNUNG,BETREIBER,ADRESSE,WEBLINK1,TYP_TXT,TXTATT1,KONTAKT,PLZ,KINDERGRUPPE,FAMILIE_0_6,FAMILIE_3_10,HEILPAED_HORT_6_10,HEILPAED_KDG_3_6,HORT_6_10,INTEGRAT_FAMILIE_0_6,INTEGRAT_FAMILIE_3_10,INTEGRAT_HORT_6_10,INTEGRAT_KDG_3_6,INTEGRAT_KLEINKINDER_0_3,KDG_3_6,HALBTAGS_KDG_3_6,KLEINKINDER_0_3,STRASSE,ONR,STG,MA11_OBJEKT_ID,FAMILIE_2_6,INTEGRAT_FAMILIE_2_6,SE_ANNO_CAD_DATA
KINDERGARTENOGD.7283219,7283219,POINT (16.462526677497817 48.22255402740983),Kindergruppe Papa Carlo,Kindergruppe Papa Carlo,"22., Hartlebengasse 1-17/43",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1220,14,,,,,,,,,,,,,,Hartlebengasse,1-17,43,2000824,,,
KINDERGARTENOGD.7283220,7283220,POINT (16.3665532159448 48.25740388125639),Däumeling 1,Kindergarten Däumeling,"19., Heiligenstädter Straße 175",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1190,14,,,,,,,,,,,,,,Heiligenstädter Straße,175,,2000825,,,
KINDERGARTENOGD.7283221,7283221,POINT (16.53905964581927 48.211944123330206),Smiley Kids IV,Verein Kindergruppe Smiley Kids,"22., Haffnergasse 56",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1220,14,,,,,,,,,,,,,,Haffnergasse,56,,2000826,,,
KINDERGARTENOGD.7283222,7283222,POINT (16.481909945958982 48.23896118652145),Minismiles 3,Kindergruppen MiniSmiles,"22., Prinzgasse 7a",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1220,14,,,,,,,,,,,,,,Prinzgasse,7a,,2000827,,,
KINDERGARTENOGD.7283223,7283223,POINT (16.48188680061595 48.23896472320107),Minismiles 4,Kindergruppen MiniSmiles,"22., Prinzgasse 7b",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1220,14,,,,,,,,,,,,,,Prinzgasse,7b,,2000828,,,
KINDERGARTENOGD.7283224,7283224,POINT (16.53903284638186 48.21193823515151),Smiley Kids III,Verein Kindergruppe Smiley Kids,"22., Haffnergasse 56/EG",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1220,14,,,,,,,,,,,,,,Haffnergasse,56,EG,2000829,,,
KINDERGARTENOGD.7283225,7283225,POINT (16.387318034353616 48.28719334891341),Große Oase,Verein Kinder- und Elterntreff,"21., Berlagasse 1/901",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1210,14,,,,,,,,,,,,,,Berlagasse,1,901,2000830,,,
KINDERGARTENOGD.7283226,7283226,POINT (16.363980066188866 48.168406329081684),Mini Art 4,Kindergruppe Mini Art,"10., Neilreichgasse 82",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,0660/700 30 49,1100,14,,,,,,,,,,,,,,Neilreichgasse,82,,2000831,,,
KINDERGARTENOGD.7283227,7283227,POINT (16.375447477410457 48.17136822132858),Kindergruppe Kids Art,Kindergruppe Kids Art,"10., Leibnizgasse 45",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1100,14,,,,,,,,,,,,,,Leibnizgasse,45,,2000834,,,
KINDERGARTENOGD.7283228,7283228,POINT (16.391212158095684 48.291028162088686),KinderRäume,Kindergruppe und Privatschule montessori&more,"21., Mühlweg 85",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1210,14,,,,,,,,,,,,,,Mühlweg,85,,2000835,,,
KINDERGARTENOGD.7283229,7283229,POINT (16.439239478839404 48.26081803473411),Sonne 2,KinderGruppe Sonne,"22., Kurt-Ohnsorg-Weg 2/19",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1220,14,,,,,,,,,,,,,,Kurt-Ohnsorg-Weg,2,19,2000837,,,
KINDERGARTENOGD.7283230,7283230,POINT (16.38437220750687 48.16862943328957),Laaerberg 1,Verein Kindergruppe  Spiel & Spaß,"10., Laaer-Berg-Straße 32/901",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,0699/132 98 399,1100,14,,,,,,,,,,,,,,Laaer-Berg-Straße,32,901,2000838,,,
KINDERGARTENOGD.7283231,7283231,POINT (16.38437220750687 48.16862943328957),Laaerberg 2,Verein Kindergruppe  Spiel & Spaß,"10., Laaer-Berg-Straße 32/901",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,0660/508 83 59,1100,14,,,,,,,,,,,,,,Laaer-Berg-Straße,32,901,2000839,,,
KINDERGARTENOGD.7283232,7283232,POINT (16.33386652585386 48.21299558068263),goldkrümel,Verein Wiener Kindergruppen,"16., Schellhammergasse 24",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1160,12,,,,,,,,,,,,,,Schellhammergasse,24,,2000840,,,
KINDERGARTENOGD.7283233,7283233,POINT (16.37355190059027 48.18998509130162),Caroline 2,Kindergruppe Caroline,"4., Karolinengasse 28",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1040,14,,,,,,,,,,,,,,Karolinengasse,28,,2000844,,,
KINDERGARTENOGD.7283234,7283234,POINT (16.326078098038998 48.20974575592647),Wirbelwind,Kleinkindergruppe Wirbelwind,"16., Ganglbauergasse 34",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1160,14,,,,,,,,,,,,,,Ganglbauergasse,34,,2000853,,,
KINDERGARTENOGD.7283235,7283235,POINT (16.402865630204786 48.194163523757496),Amina 4,Kindergruppe Kinderlachen Wien,"3., Baumgasse 55",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1030,14,,,,,,,,,,,,,,Baumgasse,55,,2000855,,,
KINDERGARTENOGD.7283237,7283237,POINT (16.248540259959128 48.218261520222974),Little Paradise,Kindergruppe Little Paradise,"14., Hüttelbergstraße 167",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1140,14,,,,,,,,,,,,,,Hüttelbergstraße,167,,2000857,,,
KINDERGARTENOGD.7283238,7283238,POINT (16.44268315227979 48.27104677859472),Kindergruppe Little Lambs,Verein Kindergruppe Little Lambs- Verein zur Förderung von Kindern in Vorschul- und Schulalter,"21., Dominik-Wölfel-Gasse 17",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1210,14,,,,,,,,,,,,,,Dominik-Wölfel-Gasse,17,,2000859,,,
KINDERGARTENOGD.7283239,7283239,POINT (16.27687155375808 48.14841434981228),Little People,Kindergruppe Little People,"23., Maurer Lange Gasse 8",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1230,14,,,,,,,,,,,,,,Maurer Lange Gasse,8,,2000860,,,
KINDERGARTENOGD.7283240,7283240,POINT (16.32745669637833 48.169401174406445),Schneckolino 3,Schneckolino-Kinderbetreuungsstätte,"12., Liebenstraße 36-40/6",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1120,14,,,,,,,,,,,,,,Liebenstraße,36-40,6,2000861,,,
KINDERGARTENOGD.7283241,7283241,POINT (16.366553215249326 48.257402712153585),Däumeling 2,Kindergarten Däumeling,"19., Heiligenstädter Straße 175",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1190,14,,,,,,,,,,,,,,Heiligenstädter Straße,175,,2000862,,,
KINDERGARTENOGD.7283242,7283242,POINT (16.435548314012554 48.16458365452872),Kinder Palace,Kinder-Palace-Kindergruppe,"11., Kaiser-Ebersdorfer Straße 86-90/11",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1110,14,,,,,,,,,,,,,,Kaiser-Ebersdorfer Straße,86-90,11,2000864,,,
KINDERGARTENOGD.7283243,7283243,POINT (16.453423251682263 48.228643501046314),KiWo 7,Kindergruppen KiWo,"22., Hohenfeldgasse 3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1220,14,,,,,,,,,,,,,,Hohenfeldgasse,3,,2000865,,,
KINDERGARTENOGD.7283244,7283244,POINT (16.396482895328646 48.25809314885945),Nayruz,Nayruz Kindergruppen,"21., Am Spitz 13",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1210,13,,,,,,,,,,,,,,Am Spitz,13,,2000866,,,
KINDERGARTENOGD.7283245,7283245,POINT (16.319798747865267 48.20806475471636),Dschungel 2,Kindergruppe Dschungel,"16., Thalhaimergasse 17-29/1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1160,14,,,,,,,,,,,,,,Thalhaimergasse,17-29,1,2000867,,,
KINDERGARTENOGD.7283246,7283246,POINT (16.334733296556976 48.19885687501409),Kinderparadies,Kinderparadies / Kinderbetreuung Wien,"15., Zinckgasse 13",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1150,14,,,,,,,,,,,,,,Zinckgasse,13,,2000868,,,
KINDERGARTENOGD.7283247,7283247,POINT (16.393096484323884 48.23325579544514),Zwergenschule 2,Kinderbetreuung Zwergenschule,"2., Engerthstraße 137/5",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1020,14,,,,,,,,,,,,,,Engerthstraße,137,5,2000869,,,
KINDERGARTENOGD.7283248,7283248,POINT (16.25819003007542 48.19472737013639),Kindergruppe Schäfchen Wolliweiss 1,Kindergruppe Schäfchen Wolliweiss,"13., Seuttergasse 17a/3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1130,14,,,,,,,,,,,,,,Seuttergasse,17a,3,2000870,,,
KINDERGARTENOGD.7283236,7283236,POINT (16.402865630204786 48.194163523757496),Amina 3,Kindergruppe Kinderlachen Wien,"3., Baumgasse 55",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1030,14,,,,,,,,,,,,,,Baumgasse,55,,2000856,,,
KINDERGARTENOGD.7283249,7283249,POINT (16.38776450671878 48.23729776355317),Bambino,Bambino Kindergruppe,"20., Engerthstraße 110-118/1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1200,14,,,,,,,,,,,,,,Engerthstraße,110-118,1,2000871,,,
KINDERGARTENOGD.7283250,7283250,POINT (16.358135252560462 48.18863641821753),Sem Sem,Kinderbetreuung Sem Sem,"5., Zentagasse 37",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1050,14,,,,,,,,,,,,,,Zentagasse,37,,2000878,,,
KINDERGARTENOGD.7283251,7283251,POINT (16.41052264208953 48.25340292397404),Weiße Taube 2,Kinderbetreuungsverein Weiße Taube,"21., Theodor-Körner-Gasse 28",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1210,13,,,,,,,,,,,,,,Theodor-Körner-Gasse,28,,2000879,,,
KINDERGARTENOGD.7283252,7283252,POINT (16.41052264208953 48.25340292397404),Weiße Taube 1,Kinderbetreuungsverein Weiße Taube,"21., Theodor-Körner-Gasse 28",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1210,12,,,,,,,,,,,,,,Theodor-Körner-Gasse,28,,2000880,,,
KINDERGARTENOGD.7283253,7283253,POINT (16.374494993621013 48.17416750764985),Ameise 14,Bilinguale Kindergruppe AMEISE - Verein zur Integration von nichtschulpflichtigen Kindern und Eltern mit migrantischem Hintergrund,"10., Columbusgasse 64",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1100,14,,,,,,,,,,,,,,Columbusgasse,64,,2000881,,,
KINDERGARTENOGD.7283254,7283254,POINT (16.410163314736618 48.174392863153116),Ameise 16,Bilinguale Kindergruppe AMEISE - Verein zur Integration von nichtschulpflichtigen Kindern und Eltern mit migrantischem Hintergrund,"11., Geiselbergstraße 60-64/9",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1110,14,,,,,,,,,,,,,,Geiselbergstraße,60-64,9,2000882,,,
KINDERGARTENOGD.7283255,7283255,POINT (16.34885339665275 48.18813249812172),Kindergruppe - Gute Freunde 2,Kindergruppe - Gute Freunde,"5., Bräuhausgasse 62",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1050,14,,,,,,,,,,,,,,Bräuhausgasse,62,,2000883,,,
KINDERGARTENOGD.7283256,7283256,POINT (16.270940337447797 48.177965116175045),Familienhaus 2,Das Familienhaus - Beratung und Betreuung auf pädagogischem Niveau,"13., Jagdschloßgasse 44",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1130,14,,,,,,,,,,,,,,Jagdschloßgasse,44,,2000884,,,
KINDERGARTENOGD.7283257,7283257,POINT (16.339783257841134 48.20035688620361),Bunte-Sonne,Sonne - Verein zur Förderung multikultureller Pädagogik und Integration,"7., Seidengasse 42",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1070,14,,,,,,,,,,,,,,Seidengasse,42,,2000886,,,
KINDERGARTENOGD.7283258,7283258,POINT (16.32810090280112 48.16879390738001),Aristokids 2,Kindergruppen in Donaustern/KIDS,"12., Liebenstraße 31-41",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1120,14,,,,,,,,,,,,,,Liebenstraße,31-41,,2000887,,,
KINDERGARTENOGD.7283259,7283259,POINT (16.32810090280112 48.16879390738001),Aristokids 3,Kindergruppen in Donaustern/KIDS,"12., Liebenstraße 31-41",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1120,14,,,,,,,,,,,,,,Liebenstraße,31-41,,2000888,,,
KINDERGARTENOGD.7283260,7283260,POINT (16.33632592707975 48.18434526980901),Kleine Entdecker 1,Kids Harmony/Kinderbetreuung in Wien,"12., Längenfeldgasse 3-5/3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1120,14,,,,,,,,,,,,,,Längenfeldgasse,3-5,3,2000890,,,
KINDERGARTENOGD.7283261,7283261,POINT (16.364011717156433 48.177168787746254),Grisu 3,Kindergruppe Grisu,"10., Pernerstorfergasse 83/2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,0660/517 55 30,1100,14,,,,,,,,,,,,,,Pernerstorfergasse,83,2,2000891,,,
KINDERGARTENOGD.7283262,7283262,POINT (16.34393281897446 48.22266495884735),Mowgli´s garden 01,"Mowgli´s garden, bilinguale Kindergruppen","18., Kutschkergasse 8",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1180,14,,,,,,,,,,,,,,Kutschkergasse,8,,2000894,,,
KINDERGARTENOGD.7283263,7283263,POINT (16.34393281897446 48.22266495884735),Mowgli´s garden 02,"Mowgli´s garden, bilinguale Kindergruppen","18., Kutschkergasse 8",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1180,14,,,,,,,,,,,,,,Kutschkergasse,8,,2000895,,,
KINDERGARTENOGD.7283264,7283264,POINT (16.36010370338694 48.18149010579556),Rappel-Zappel 1,Kindergruppe Rappel - Zappel,"5., Margaretengürtel 48-50",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1050,14,,,,,,,,,,,,,,Margaretengürtel,48-50,,2000900,,,
KINDERGARTENOGD.7283265,7283265,POINT (16.36010370338694 48.18149010579556),Rappel-Zappel 2,Kindergruppe Rappel - Zappel,"5., Margaretengürtel 48-50",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1050,14,,,,,,,,,,,,,,Margaretengürtel,48-50,,2000901,,,
KINDERGARTENOGD.7283266,7283266,POINT (16.374489620813428 48.17417470403094),Ameise 15,Bilinguale Kindergruppe AMEISE - Verein zur Integration von nichtschulpflichtigen Kindern und Eltern mit migrantischem Hintergrund,"10., Columbusgasse 64",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1100,14,,,,,,,,,,,,,,Columbusgasse,64,,2000903,,,
KINDERGARTENOGD.7283267,7283267,POINT (16.30850435111068 48.211363728003164),Littlefriends 2,Kindergruppe Little Friends,"16., Roseggergasse 34/EG",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1160,14,,,,,,,,,,,,,,Roseggergasse,34,EG,2000905,,,
KINDERGARTENOGD.7283268,7283268,POINT (16.37417833555127 48.189921033492666),WEISSE FEDER,Kindergruppe weisse Feder,"4., Karolinengasse 25",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1040,14,,,,,,,,,,,,,,Karolinengasse,25,,2000911,,,
KINDERGARTENOGD.7283269,7283269,POINT (16.34572709858382 48.1878630074717),Rio 1,Kindergruppe Rio,"5., Schönbrunner Straße 137",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1050,14,,,,,,,,,,,,,,Schönbrunner Straße,137,,2000912,,,
KINDERGARTENOGD.7283270,7283270,POINT (16.345657694511917 48.18782560154216),Rio 2,Kindergruppe Rio,"5., Schönbrunner Straße 137",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,0681 842 99 598,1050,14,,,,,,,,,,,,,,Schönbrunner Straße,137,,2000913,,,
KINDERGARTENOGD.7283271,7283271,POINT (16.308483211919913 48.211390792384826),Littlefriends 1,Kindergruppe Little Friends,"16., Roseggergasse 34/EG",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1160,14,,,,,,,,,,,,,,Roseggergasse,34,EG,2000914,,,
KINDERGARTENOGD.7283272,7283272,POINT (16.31935306033312 48.2112077155446),Küken,"Kinderbetreuungseinrichtung EGE-Erleben, Genießen und Entdecken","16., Schuhmeierplatz 17",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1160,11,,,,,,,,,,,,,,Schuhmeierplatz,17,,2000915,,,
KINDERGARTENOGD.7283273,7283273,POINT (16.367753446402435 48.172655194150664),Gänseblümchen 1,Kindergruppe Sunkids,"10., Schröttergasse 39/EG",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1100,14,,,,,,,,,,,,,,Schröttergasse,39,EG,2000917,,,
KINDERGARTENOGD.7283274,7283274,POINT (16.367753446402435 48.172655194150664),Gänseblümchen 2,Kindergruppe Sunkids,"10., Schröttergasse 39/EG",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1100,14,,,,,,,,,,,,,,Schröttergasse,39,EG,2000918,,,
KINDERGARTENOGD.7283275,7283275,POINT (16.311574999362133 48.21382693262681),Lernen fürs Leben 2,Lernen fürs Leben - Integrativer Sozialverein,"16., Ottakringer Straße 194/1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1160,14,,,,,,,,,,,,,,Ottakringer Straße,194,1,2000919,,,
KINDERGARTENOGD.7283276,7283276,POINT (16.353376424339384 48.19597946384309),Wertschätzungsraum Gruppe 1,Wertschätzungsraum - Montessori Kindergruppe,"6., Kaunitzgasse 14",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1060,14,,,,,,,,,,,,,,Kaunitzgasse,14,,2000920,,,
KINDERGARTENOGD.7283277,7283277,POINT (16.33631705131152 48.184344370508335),Kleine Entdecker 2,Kids Harmony/Kinderbetreuung in Wien,"12., Längenfeldgasse 3-5/4",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1120,14,,,,,,,,,,,,,,Längenfeldgasse,3-5,4,2000921,,,
KINDERGARTENOGD.7283278,7283278,POINT (16.353362134836093 48.19588665620956),Wertschätzungsraum Gruppe 2,Wertschätzungsraum - Montessori Kindergruppe,"6., Kaunitzgasse 14",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1060,14,,,,,,,,,,,,,,Kaunitzgasse,14,,2000923,,,
KINDERGARTENOGD.7283279,7283279,POINT (16.45040992560519 48.15479200378131),Lovely Kiddies,Revolution Kids -  gemeinnütziger Kinderbetreuungsverein,"11., Thürnlhofstraße 9/3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1110,14,,,,,,,,,,,,,,Thürnlhofstraße,9,3,2000925,,,
KINDERGARTENOGD.7283280,7283280,POINT (16.45040992560519 48.15479200378131),Happy Kiddies,Revolution Kids -  gemeinnütziger Kinderbetreuungsverein,"11., Thürnlhofstraße 9/2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1110,14,,,,,,,,,,,,,,Thürnlhofstraße,9,2,2000926,,,
KINDERGARTENOGD.7283281,7283281,POINT (16.357601379941833 48.17659361238407),Sowiedu - Schwalbengruppe,Verein Wiener Kindergruppen,"10., Knöllgasse 5",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,0660 70 20 107,1100,14,,,,,,,,,,,,,,Knöllgasse,5,,2000927,,,
KINDERGARTENOGD.7283282,7283282,POINT (16.420706211189174 48.261562961866815),Kinderland 5,Kindergruppe Mickey Mouse,"21., Leopoldauer Straße 115",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1210,14,,,,,,,,,,,,,,Leopoldauer Straße,115,,2000928,,,
KINDERGARTENOGD.7283283,7283283,POINT (16.34894863657449 48.23054457178004),Kleine Einsteins 1,Kindergruppe kleine Einsteins,"18., Mollgasse 3-5/1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1180,10,,,,,,,,,,,,,,Mollgasse,3-5,1,2000929,,,
KINDERGARTENOGD.7281237,7281237,POINT (16.369581153474122 48.22993831516598),El-Ihlas,"EL-IHLAS,Verein zur sprachlichen und vorschulischen Förderung und Integration von Kindern","20., Hannovergasse 6/EG",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1200,14,,,,,,,,,,,,,,Hannovergasse,6,EG,2000563,,,
KINDERGARTENOGD.7281238,7281238,POINT (16.356623257418924 48.22618672544106),Kükennest 2,Dialog zwischen Integration und Bildung in Österreich - Dino,"9., Liechtensteinstraße 85",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1090,14,,,,,,,,,,,,,,Liechtensteinstraße,85,,2000564,,,
KINDERGARTENOGD.7281239,7281239,POINT (16.274721403703477 48.190543218197526),Papageno - Auhofstraße,"Privatkindergruppe ""Papageno"" - Hietzing","13., Auhofstraße 118/1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1130,14,,,,,,,,,,,,,,Auhofstraße,118,1,2000566,,,
KINDERGARTENOGD.7281240,7281240,POINT (16.356623257418924 48.22618672544106),Kükennest 1,Dialog zwischen Integration und Bildung in Österreich - Dino,"9., Liechtensteinstraße 85",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1090,14,,,,,,,,,,,,,,Liechtensteinstraße,85,,2000571,,,
KINDERGARTENOGD.7281241,7281241,POINT (16.384677482258475 48.18977533913199),Schneckolino 1,Schneckolino-Kinderbetreuungsstätte,"3., Mohsgasse 2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1030,14,,,,,,,,,,,,,,Mohsgasse,2,,2000573,,,
KINDERGARTENOGD.7281242,7281242,POINT (16.38516685564027 48.21997145000268),Multilinguale Kindergruppe Kindertreff Elefant 2,Multilinguale Kindergruppe Kindertreff Elefant,"2., Pillersdorfgasse 8/1 EG",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1020,14,,,,,,,,,,,,,,Pillersdorfgasse,8,1 EG,2000574,,,
KINDERGARTENOGD.7281243,7281243,POINT (16.38943002086667 48.23587006203957),Phantastisch 1,Kindergruppe FREIHEIT - Verein zur Integration von nicht schulfplichtigen Kindern und Eltern mit migrantischen Hintergrund,"20., Engerthstraße 124",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1200,14,,,,,,,,,,,,,,Engerthstraße,124,,2000582,,,
KINDERGARTENOGD.7281244,7281244,POINT (16.38943002086667 48.23587006203957),Phantastisch 2,Kindergruppe FREIHEIT - Verein zur Integration von nicht schulfplichtigen Kindern und Eltern mit migrantischen Hintergrund,"20., Engerthstraße 124",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1200,14,,,,,,,,,,,,,,Engerthstraße,124,,2000583,,,
KINDERGARTENOGD.7281245,7281245,POINT (16.39115954823765 48.173392255224584),Aladin 5,Kindergruppe Aladin,"10., Quellenstraße 37",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergruppe,Privat,,1100,14,,,,,,,,,,,,,,Quellenstraße,37,,2000586,,,
